screen,depmap_id,lineage,lineage_subtype,is_male,primary_or_metastasis,age,replicate_id,p_dna_batch,n_genes
broad,ACH-000427,gastric,gastric_adenocarcinoma,TRUE,metastasis,NA,NCI-N87-311Cas9_RepA_p4_batch3,3,18119
sanger,ACH-000427,gastric,gastric_adenocarcinoma,TRUE,metastasis,NA,N87_c908R1,CRISPR_C6596666.sample,17660
broad,ACH-000466,gastric,gastric_adenocarcinoma,FALSE,metastasis,46,SNU-216-311cas9_RepA_p4_batch3,3,18119
broad,ACH-000485,gastric,gastric_adenocarcinoma,TRUE,metastasis,37,GSU-311cas9_RepA_p5_batch3,3,18119
broad,ACH-000507,gastric,gastric_adenocarcinoma,TRUE,metastasis,77,KE39-311Cas9_RepA_p6_batch3,3,18119
broad,ACH-000581,gastric,gastric_adenocarcinoma,FALSE,metastasis,33,SNU16-311cas9-RepA-p6_batch3,3,18119
sanger,ACH-000581,gastric,gastric_adenocarcinoma,FALSE,metastasis,33,SNU16_c908R1,CRISPR_C6596666.sample,17660
broad,ACH-000616,gastric,gastric_adenocarcinoma,TRUE,metastasis,74,HS746T-311Cas9_RepA_p6_batch3,3,18119
broad,ACH-000633,gastric,gastric_adenocarcinoma,FALSE,primary,66,FU97-311Cas9_RepA_p6_batch3,3,18119
broad,ACH-000736,gastric,gastric_adenocarcinoma,TRUE,metastasis,34,SNU601-311Cas9_RepA_p5_batch3,3,18119
broad,ACH-000746,gastric,gastric_adenocarcinoma,TRUE,metastasis,75,GSS-311Cas9_RepA_p6_batch3,3,18119
broad,ACH-000758,gastric,gastric_adenocarcinoma,TRUE,metastasis,37,MKN74-311Cas9_RepA_p5_batch3,3,18119
broad,ACH-000764,gastric,gastric_adenocarcinoma,NA,primary,NA,SH10TC-311Cas9_RepA_p6_batch3,3,18119
broad,ACH-000793,gastric,gastric_adenocarcinoma,TRUE,metastasis,55,KatO III Rep A P6_batch3,3,18119
sanger,ACH-000793,gastric,gastric_adenocarcinoma,TRUE,metastasis,55,KATOII_c908R1,CRISPR_C6596666.sample,17660
broad,ACH-000847,gastric,gastric_adenocarcinoma,NA,metastasis,NA,HGC27-311Cas9_RepA_p6_batch3,3,18119
sanger,ACH-000847,gastric,gastric_adenocarcinoma,NA,metastasis,NA,HGC27_c908R1,CRISPR_C6596666.sample,17660
broad,ACH-000880,gastric,gastric_adenocarcinoma,FALSE,primary,54,AGS-311Cas9_RepA_p6_batch3,3,18119
sanger,ACH-000880,gastric,gastric_adenocarcinoma,FALSE,primary,54,AGS_c908R1,CRISPR_C6596666.sample,17660
broad,ACH-000898,gastric,gastric_adenocarcinoma,TRUE,primary,53,SNU719-311cas9_RepA_p4_batch3,3,18119
broad,ACH-000911,gastric,gastric_adenocarcinoma,TRUE,metastasis,72,NUGC3-311Cas9_RepA_p6_batch3,3,18119
sanger,ACH-000911,gastric,gastric_adenocarcinoma,TRUE,metastasis,72,NUGC3_c907R1,CRISPR_C6596666.sample,17660
sanger,ACH-000919,gastric,gastric_adenocarcinoma,TRUE,primary,63,IM95_c908R3,CRISPR_C6596666.sample,17660
broad,ACH-000932,gastric,gastric_adenocarcinoma,TRUE,metastasis,44,SNU-1-311Cas9_RepA_p6_batch3,3,18119
sanger,ACH-000932,gastric,gastric_adenocarcinoma,TRUE,metastasis,44,SNU1_c908R1,CRISPR_C6596666.sample,17660
broad,ACH-000948,gastric,gastric_adenocarcinoma,TRUE,primary,72,2313287-311Cas9_RepA_p5_batch3,3,18119
sanger,ACH-000948,gastric,gastric_adenocarcinoma,TRUE,primary,72,231328_c908R1,CRISPR_C6596666.sample,17660
broad,ACH-001653,gastric,gastric_adenocarcinoma,TRUE,primary,72,SKGT2-311cas9_RepA_p6_batch3,3,18119
broad,ACH-001664,gastric,gastric_adenocarcinoma,TRUE,metastasis,48,SNU638-311cas9-RepA-p6_batch3,3,18119
sanger,ACH-002141,gastric,gastric_adenocarcinoma,NA,metastasis,NA,HSC39_c908R1,CRISPR_C6596666.sample,17660
sanger,ACH-002161,gastric,gastric_adenocarcinoma,NA,metastasis,NA,MKN28_c907R1,CRISPR_C6596666.sample,17660
sanger,ACH-002202,gastric,gastric_adenocarcinoma,NA,metastasis,NA,TMK1_c908R1,CRISPR_C6596666.sample,17660
broad,ACH-002446,gastric,gastric_adenocarcinoma,NA,metastasis,NA,CCLFUPGI0005T-311cas9-RepA-p6_batch4,4,18119
broad,ACH-000096,kidney,malignant_rhabdoid_tumor,TRUE,primary,0.25,G-401-311Cas9_RepA_p6_batch2,2,18119
broad,ACH-001532,kidney,malignant_rhabdoid_tumor,FALSE,metastasis,1,JMURTK2-311cas9_RepA_p5_batch3,3,18119
broad,ACH-000127,kidney,renal_cell_carcinoma,NA,primary,NA,SLR20-311Cas9_RepA_p6_batch3,3,18119
broad,ACH-000159,kidney,renal_cell_carcinoma,TRUE,primary,NA,OSRC2-311Cas9_RepA_p5_batch3,3,18119
broad,ACH-000189,kidney,renal_cell_carcinoma,TRUE,primary,NA,RCC10RGB-311Cas9_RepA_p6_batch3,3,18119
broad,ACH-000234,kidney,renal_cell_carcinoma,TRUE,primary,69,CAKI-2-311Cas9_RepA_p6_batch3,3,18119
broad,ACH-000246,kidney,renal_cell_carcinoma,NA,metastasis,NA,SLR23-311Cas9_RepA_p6_batch3,3,18119
broad,ACH-000250,kidney,renal_cell_carcinoma,NA,primary,NA,KMRC20-311Cas9_RepA_p6_batch3,3,18119
broad,ACH-000262,kidney,renal_cell_carcinoma,FALSE,NA,NA,UOK101-311Cas9_RepA_p6_batch3,3,18119
broad,ACH-000272,kidney,renal_cell_carcinoma,NA,primary,NA,SLR24-311Cas9_RepA_p4_batch3,3,18119
broad,ACH-000313,kidney,renal_cell_carcinoma,TRUE,primary,NA,KMRC3-311Cas9-RepA-p6_batch4,4,18119
broad,ACH-000317,kidney,renal_cell_carcinoma,TRUE,primary,NA,TUHR14TKB-311Cas9_RepA_p6_batch3,3,18119
broad,ACH-000385,kidney,renal_cell_carcinoma,NA,NA,NA,SKRC20-311Cas9_RepA_p6_batch3,3,18119
broad,ACH-000411,kidney,renal_cell_carcinoma,FALSE,primary,63,769-P-311Cas9_RepA_p5_batch3,3,18119
sanger,ACH-000411,kidney,renal_cell_carcinoma,FALSE,primary,63,769P_c908R1,CRISPR_C6596666.sample,17660
broad,ACH-000433,kidney,renal_cell_carcinoma,TRUE,metastasis,49,CAKI-1-311Cas9_RepA_p4_batch2,2,18119
broad,ACH-000459,kidney,renal_cell_carcinoma,TRUE,primary,69,TUHR-10-TKB-311Cas9_RepA_p5_batch3,3,18119
broad,ACH-000484,kidney,renal_cell_carcinoma,TRUE,primary,NA,VMRC-RCW-311Cas9_RepA_p4_batch3,3,18119
broad,ACH-000495,kidney,renal_cell_carcinoma,TRUE,primary,60,TUHR4TKB-311Cas9_RepB_p5_batch3,3,18119
broad,ACH-000600,kidney,renal_cell_carcinoma,NA,primary,NA,SLR26-311cas9_RepA_p6_batch3,3,18119
broad,ACH-000649,kidney,renal_cell_carcinoma,TRUE,primary,58,786O-311Cas9_RepA_p6_batch2,2,18119
broad,ACH-000684,kidney,renal_cell_carcinoma,TRUE,primary,NA,KMRC1-311Cas9_RepA_p5_batch2,2,18119
broad,ACH-000709,kidney,renal_cell_carcinoma,TRUE,primary,NA,KMRC2-311Cas9-RepA_p6_batch4,4,18119
broad,ACH-000792,kidney,renal_cell_carcinoma,TRUE,primary,64,BFTC909-311Cas9_RepA_p6_batch3,3,18119
broad,ACH-000907,kidney,renal_cell_carcinoma,TRUE,primary,68,SNU349-311Cas9_RepA_p6_batch2,2,18119
broad,ACH-001163,kidney,renal_cell_carcinoma,TRUE,metastasis,NA,PEDS005TPFAD-311Cas9_RepA_p6_batch2,2,18119
broad,ACH-001194,kidney,renal_cell_carcinoma,NA,metastasis,NA,SKRC31-311cas9-RepAB-p6_batch4,4,18119
sanger,ACH-002150,kidney,renal_cell_carcinoma,NA,NA,NA,LB1047_C908r1,CRISPR_C6596666.sample,17660
sanger,ACH-002189,kidney,renal_cell_carcinoma,NA,NA,NA,RCCFG2_C908R1,CRISPR_C6596666.sample,17660
broad,ACH-001687,kidney,NA,NA,primary,NA,UMRC3-311cas9-RepA-p6_batch4,4,18119
broad,ACH-001688,kidney,NA,TRUE,primary,NA,UMRC7-311cas9-RepA-p6_batch4,4,18119
broad,ACH-000671,liver,hepatoblastoma,TRUE,NA,NA,HuH-6-311Cas9_RepA_p6_batch3,3,18119
broad,ACH-000217,liver,hepatocellular_carcinoma,FALSE,primary,57,JHH-6-311Cas9_RepA_p6_batch3,3,18119
broad,ACH-000221,liver,hepatocellular_carcinoma,TRUE,primary,42,SNU-398-31Cas9_RepA_p5_batch3,3,18119
broad,ACH-000316,liver,hepatocellular_carcinoma,TRUE,NA,57,SNU-886-311Cas9_RepA_p6_batch3,3,18119
broad,ACH-000361,liver,hepatocellular_carcinoma,TRUE,metastasis,52,SKHEP1-311Cas9_RepA_p6_batch3,3,18119
broad,ACH-000393,liver,hepatocellular_carcinoma,TRUE,primary,69,HLF-311Cas9_RepA_p6_batch3,3,18119
broad,ACH-000420,liver,hepatocellular_carcinoma,TRUE,primary,52,SNU449-311Cas9_RepA_p5_batch3,3,18119
broad,ACH-000422,liver,hepatocellular_carcinoma,TRUE,primary,43,SNU-475-311Cas9_RepA_p6_batch3,3,18119
broad,ACH-000475,liver,hepatocellular_carcinoma,TRUE,primary,53,HUH1-311Cas9_RepA_p6_batch3,3,18119
broad,ACH-000476,liver,hepatocellular_carcinoma,TRUE,primary,51,JHH-4-311Cas9_RepA_p5_batch3,3,18119
broad,ACH-000478,liver,hepatocellular_carcinoma,FALSE,primary,41,SNU-387-311Cas9_RepA_p6_batch3,3,18119
broad,ACH-000480,liver,hepatocellular_carcinoma,TRUE,primary,57,HUH7-311Cas9_RepA_p6_batch2,2,18119
broad,ACH-000483,liver,hepatocellular_carcinoma,TRUE,primary,24,SNU-182-311Cas9_RepA_p4_batch3,3,18119
broad,ACH-000493,liver,hepatocellular_carcinoma,TRUE,primary,40,SNU423-311Cas9_RepA_p6_batch3,3,18119
broad,ACH-000537,liver,hepatocellular_carcinoma,TRUE,NA,49,SNU761-311Cas9_RepB_p6_batch3,3,18119
broad,ACH-000577,liver,hepatocellular_carcinoma,TRUE,metastasis,57,JHH2-311Cas9_RepA_p4_batch3,3,18119
broad,ACH-000620,liver,hepatocellular_carcinoma,TRUE,primary,50,JHH1-311Cas9_RepA_p5_batch3,3,18119
broad,ACH-000734,liver,hepatocellular_carcinoma,TRUE,primary,50,JHH5-311Cas9_RepA_p6_batch2,2,18119
broad,ACH-000739,liver,hepatocellular_carcinoma,TRUE,primary,15,HEPG2-311cas9_RepA_p6_batch3,3,18119
broad,ACH-000848,liver,hepatocellular_carcinoma,TRUE,primary,53,JHH7-311Cas9_RepA_p6_batch3,3,18119
broad,ACH-001318,liver,hepatocellular_carcinoma,TRUE,primary,24,PLCPRF5-311Cas9_RepA_p6_batch3,3,18119
broad,ACH-000471,liver,NA,TRUE,NA,45,Li-7-311cas9_RepA_p6_batch3,3,18119
broad,ACH-000775,lung,lung_carcinoid,FALSE,primary,65,NCI-H727-311Cas9_RepA_p6_batch3,3,18119
broad,ACH-000086,lung,mesothelioma,FALSE,NA,61,ACCMES01-311cas9_RepA_p6_batch3,3,18119
broad,ACH-000092,lung,mesothelioma,TRUE,metastasis,NA,NCI-H2452-311Cas9_RepA_p5_batch3,3,18119
broad,ACH-000153,lung,mesothelioma,TRUE,metastasis,65,NCI-H2052-311Cas9_RepA_p6_batch3,3,18119
broad,ACH-000319,lung,mesothelioma,TRUE,NA,67,MPP 89-311Cas9_RepA_p5_batch3,3,18119
broad,ACH-000331,lung,mesothelioma,TRUE,NA,71,IST-MES2-311Cas9_RepA_p6_batch3,3,18119
broad,ACH-000335,lung,mesothelioma,TRUE,metastasis,62,MSTO-211H-311Cas9_RepA_p6_batch3,3,18119
broad,ACH-000645,lung,mesothelioma,TRUE,primary,54,JL-1-311Cas9_RepA_p6_batch4,4,18119
broad,ACH-000648,lung,mesothelioma,TRUE,metastasis,48,NCIH28-311Cas9_RepA_p6_batch3,3,18119
broad,ACH-001555,lung,mesothelioma,TRUE,primary,60,MERO14-311cas9_RepA_p6_batch3,3,18119
broad,ACH-001556,lung,mesothelioma,TRUE,primary,60,MERO25-311cas9-RepA-p6_batch4,4,18119
broad,ACH-001559,lung,mesothelioma,NA,primary,NA,MERO82-311cas9-RepA-p6_batch4,4,18119
broad,ACH-001560,lung,mesothelioma,TRUE,primary,NA,MERO83-311cas9-RepB-p6_batch4,4,18119
broad,ACH-001992,lung,mesothelioma,TRUE,primary,NA,ONE58-311cas9-RepA-p6_batch4,4,18119
broad,ACH-000012,lung,NSCLC,FALSE,primary,39,HCC827-311Cas9 Rep A p6_batch3,3,18119
broad,ACH-000015,lung,NSCLC,TRUE,primary,44,NCI-H1581-311Cas9_RepA_p6_batch2,2,18119
broad,ACH-000021,lung,NSCLC,FALSE,metastasis,55,NCI-H1693-311Cas9 Rep A p4_batch3,3,18119
broad,ACH-000029,lung,NSCLC,FALSE,primary,39,HCC827GR5-311Cas9_RepA_p5_batch3,3,18119
broad,ACH-000030,lung,NSCLC,TRUE,primary,NA,PC-14-311Cas9 Rep A p6_batch3,3,18119
sanger,ACH-000030,lung,NSCLC,TRUE,primary,NA,PC14_c906R1,CRISPR_C6596666.sample,17660
broad,ACH-000035,lung,NSCLC,TRUE,metastasis,27,NCI-H1650-311cas9_RepA_p6_batch3,3,18119
sanger,ACH-000035,lung,NSCLC,TRUE,metastasis,27,H1650_c906R1,CRISPR_C6596666.sample,17660
broad,ACH-000143,lung,NSCLC,FALSE,NA,34,HCC2429-311Cas9_RepA_p6_batch3,3,18119
broad,ACH-000150,lung,NSCLC,TRUE,primary,39,HCC2935-311CAS9_RepA_p6_batch3,3,18119
broad,ACH-000161,lung,NSCLC,TRUE,metastasis,NA,CORL105-311Cas9-RepA-p6_batch4,4,18119
sanger,ACH-000176,lung,NSCLC,FALSE,primary,64,LOUNH9_c906R1,CRISPR_C6596666.sample,17660
broad,ACH-000251,lung,NSCLC,TRUE,NA,NA,NCI-H2887-311cas9_RepB_p5_batch2,2,18119
broad,ACH-000261,lung,NSCLC,NA,metastasis,NA,RERF-LC-AI-311cas9_RepA_p6_batch3,3,18119
broad,ACH-000264,lung,NSCLC,FALSE,metastasis,61,Calu-6-311Cas9_RepA_p6_batch3,3,18119
sanger,ACH-000282,lung,NSCLC,FALSE,metastasis,65,H1755_c906R1,CRISPR_C6596666.sample,17660
broad,ACH-000311,lung,NSCLC,FALSE,metastasis,46,NCI-H2122-311cas9 Rep A p5_batch3,3,18119
broad,ACH-000337,lung,NSCLC,NA,NA,NA,NCIH3122-311Cas9_RepA_p6_batch3,3,18119
sanger,ACH-000337,lung,NSCLC,NA,NA,NA,H3122_c906R1,CRISPR_C6596666.sample,17660
broad,ACH-000339,lung,NSCLC,TRUE,NA,NA,HCC461-Avana4 Rep A p6_batch3,3,18119
broad,ACH-000343,lung,NSCLC,TRUE,primary,60,NCIH522-311Cas9_RepA_p6_batch4,4,18119
sanger,ACH-000367,lung,NSCLC,TRUE,metastasis,NA,H226_c90R1,CRISPR_C6596666.sample,17660
broad,ACH-000378,lung,NSCLC,TRUE,metastasis,56,NCI-H647-311cas9_RepA_p6_batch3,3,18119
broad,ACH-000390,lung,NSCLC,TRUE,primary,72,LUDLU1-311Cas9_RepA_p4_batch2,2,18119
broad,ACH-000395,lung,NSCLC,TRUE,primary,NA,NCI-H520-311Cas9 Rep A p6_batch3,3,18119
sanger,ACH-000395,lung,NSCLC,TRUE,primary,NA,H520_c906R1,CRISPR_C6596666.sample,17660
broad,ACH-000414,lung,NSCLC,FALSE,metastasis,62,NCI-H1944-311cas9 Rep A p5_batch3,3,18119
sanger,ACH-000414,lung,NSCLC,FALSE,metastasis,62,H1944_c906R1,CRISPR_C6596666.sample,17660
broad,ACH-000416,lung,NSCLC,TRUE,metastasis,59,NCI-H838-311Cas9_RepA_p4_batch3,3,18119
broad,ACH-000434,lung,NSCLC,FALSE,metastasis,61,NCI-H1915-311Cas9_RepA_p6_batch3,3,18119
sanger,ACH-000434,lung,NSCLC,FALSE,metastasis,61,H1915_c906R1,CRISPR_C6596666.sample,17660
broad,ACH-000438,lung,NSCLC,TRUE,primary,64,LU65-311cas9-RepA-p6_batch3,3,18119
sanger,ACH-000438,lung,NSCLC,TRUE,primary,64,LU65_c906R4,CRISPR_C6596666.sample,17660
sanger,ACH-000442,lung,NSCLC,FALSE,primary,74,LCSq1_c906R1,CRISPR_C6596666.sample,17660
broad,ACH-000444,lung,NSCLC,TRUE,metastasis,63,LU99-311cas9_RepA_p6_batch3,3,18119
broad,ACH-000448,lung,NSCLC,FALSE,metastasis,50,NCIH1666-311Cas9_RepA_p6_batch3,3,18119
broad,ACH-000454,lung,NSCLC,TRUE,metastasis,65,HCC-95-311Cas9_RepA_p6_batch2,2,18119
broad,ACH-000463,lung,NSCLC,TRUE,metastasis,NA,NCI-H460-311Cas9_RepA_p6_batch2,2,18119
broad,ACH-000481,lung,NSCLC,TRUE,primary,NA,NCI-H2170-311Cas9 Rep A p4_batch2,2,18119
sanger,ACH-000481,lung,NSCLC,TRUE,primary,NA,H2170_c906R1,CRISPR_C6596666.sample,17660
broad,ACH-000496,lung,NSCLC,TRUE,metastasis,50,NCI-H1792-311Cas9 Rep A p6_batch3,3,18119
broad,ACH-000510,lung,NSCLC,TRUE,metastasis,43,NCI-H1299-311Cas9_RepA_p5_batch3,3,18119
sanger,ACH-000510,lung,NSCLC,TRUE,metastasis,43,H1299_c906R1,CRISPR_C6596666.sample,17660
broad,ACH-000511,lung,NSCLC,TRUE,metastasis,47,Calu-1-311Cas9_RepA_p6_batch3,3,18119
broad,ACH-000521,lung,NSCLC,TRUE,metastasis,NA,NCI-H2030-311Cas9 Rep A p6_batch3,3,18119
broad,ACH-000528,lung,NSCLC,TRUE,metastasis,47,ABC-1-311Cas9 Rep A p5_20150925_batch3,3,18119
sanger,ACH-000562,lung,NSCLC,TRUE,metastasis,65,HCC78_c906R3,CRISPR_C6596666.sample,17660
broad,ACH-000563,lung,NSCLC,TRUE,metastasis,69,EBC1-311cas9_RepA_p6_batch3,3,18119
sanger,ACH-000563,lung,NSCLC,TRUE,metastasis,69,EBC1_c906R1,CRISPR_C6596666.sample,17660
broad,ACH-000585,lung,NSCLC,TRUE,primary,57,EPLC-272H-311Cas9 Rep A p6_batch2,2,18119
sanger,ACH-000585,lung,NSCLC,TRUE,primary,57,EPLC27_c906R1,CRISPR_C6596666.sample,17660
broad,ACH-000587,lung,NSCLC,FALSE,primary,NA,NCIH1975-311Cas9-RepA-p6_batch3,3,18119
sanger,ACH-000587,lung,NSCLC,FALSE,primary,NA,H1975_c906R4,CRISPR_C6596666.sample,17660
broad,ACH-000589,lung,NSCLC,TRUE,metastasis,60,NCI-H1437-311Cas9 Rep A p5_batch3,3,18119
broad,ACH-000596,lung,NSCLC,TRUE,primary,44,LCLC-97TM1-311Cas9_RepA_p6_batch3,3,18119
sanger,ACH-000596,lung,NSCLC,TRUE,primary,44,LCLC97_c906R1,CRISPR_C6596666.sample,17660
broad,ACH-000627,lung,NSCLC,TRUE,metastasis,61,LCLC-103H-311Cas9 Rep B p6_batch3,3,18119
broad,ACH-000638,lung,NSCLC,TRUE,metastasis,NA,NCI-H441-311Cas9 Rep A p6_batch3,3,18119
broad,ACH-000662,lung,NSCLC,TRUE,metastasis,62,CORL23-311cas9_RepA_p4_batch3,3,18119
sanger,ACH-000662,lung,NSCLC,TRUE,metastasis,62,L23_c906R1,CRISPR_C6596666.sample,17660
broad,ACH-000665,lung,NSCLC,TRUE,metastasis,65,SKMES1-311cas9_RepA_p5_batch3,3,18119
sanger,ACH-000665,lung,NSCLC,TRUE,metastasis,65,SKMES1_c906R1,CRISPR_C6596666.sample,17660
sanger,ACH-000666,lung,NSCLC,TRUE,metastasis,53,H1355_c906R1,CRISPR_C6596666.sample,17660
broad,ACH-000667,lung,NSCLC,FALSE,primary,54,HCC44-311Cas9-RepA-p6_batch3,3,18119
broad,ACH-000677,lung,NSCLC,FALSE,primary,44,SW-1573-311Cas9_RepA_p4_batch3,3,18119
sanger,ACH-000677,lung,NSCLC,FALSE,primary,44,SW1573_c906R1,CRISPR_C6596666.sample,17660
broad,ACH-000681,lung,NSCLC,TRUE,primary,52,A549-311Cas9 Rep A p5_batch3,3,18119
sanger,ACH-000681,lung,NSCLC,TRUE,primary,52,A549_c906R2,CRISPR_C6596666.sample,17660
broad,ACH-000700,lung,NSCLC,FALSE,NA,NA,NCI-H2882-311Cas9_RepA_p5_batch3,3,18119
broad,ACH-000706,lung,NSCLC,TRUE,primary,NA,EKVX-311Cas9_RepA_p6_batch3,3,18119
broad,ACH-000718,lung,NSCLC,TRUE,metastasis,NA,NCI-H2291-311Cas9 Rep A p4_batch3,3,18119
broad,ACH-000747,lung,NSCLC,TRUE,primary,54,NCIH1703-311Cas9_RepA_p6_batch3,3,18119
broad,ACH-000757,lung,NSCLC,TRUE,NA,NA,A427-311cas9 Rep A p4_batch3,3,18119
broad,ACH-000766,lung,NSCLC,TRUE,metastasis,39,NCI-H1648-311Cas9 Rep A p4_batch3,3,18119
broad,ACH-000769,lung,NSCLC,TRUE,primary,NA,LK-2-311Cas9 Rep A p6_batch3,3,18119
sanger,ACH-000769,lung,NSCLC,TRUE,primary,NA,LK2_c906R1,CRISPR_C6596666.sample,17660
broad,ACH-000774,lung,NSCLC,TRUE,primary,NA,RERF-LC-Ad2-311cas9_RepA_p6_batch3,3,18119
broad,ACH-000781,lung,NSCLC,TRUE,metastasis,26,NCI-H2023-311Cas9 Rep A p6_batch3,3,18119
sanger,ACH-000781,lung,NSCLC,TRUE,metastasis,26,H2023_c906R1,CRISPR_C6596666.sample,17660
broad,ACH-000785,lung,NSCLC,TRUE,metastasis,65,NCI-H2126-311Cas9 Rep B p5_batch3,3,18119
broad,ACH-000787,lung,NSCLC,TRUE,primary,63,LXF-289-311cas9 Rep B p6_batch3,3,18119
sanger,ACH-000787,lung,NSCLC,TRUE,primary,63,LXF289_c906R1,CRISPR_C6596666.sample,17660
broad,ACH-000791,lung,NSCLC,TRUE,primary,70,RERF-LC-Ad1-311Cas9 Rep A p5_batch3,3,18119
broad,ACH-000826,lung,NSCLC,TRUE,primary,NA,CAL12T-311cas9_RepA_p6_batch3,3,18119
broad,ACH-000837,lung,NSCLC,TRUE,primary,52,NCI-H322-311Cas9 Rep A p6_batch3,3,18119
broad,ACH-000840,lung,NSCLC,FALSE,primary,80,HCC366-311cas9_RepA_p5_batch3,3,18119
broad,ACH-000841,lung,NSCLC,TRUE,metastasis,69,NCI-H2087-311Cas9 Rep A p4_batch3,3,18119
sanger,ACH-000841,lung,NSCLC,TRUE,metastasis,69,H2087_c906R1,CRISPR_C6596666.sample,17660
broad,ACH-000843,lung,NSCLC,TRUE,metastasis,57,HARA-311cas9_RepA_p6_batch3,3,18119
sanger,ACH-000843,lung,NSCLC,TRUE,metastasis,57,HARA_c906R1,CRISPR_C6596666.sample,17660
broad,ACH-000845,lung,NSCLC,TRUE,primary,56,NCIH1373-311cas9-RepA-p6_batch4,4,18119
broad,ACH-000851,lung,NSCLC,NA,primary,NA,MOR/CPR-311cas9 Rep A p4_batch3,3,18119
broad,ACH-000853,lung,NSCLC,TRUE,metastasis,43,NCI-H661-311Cas9_RepA_p6_batch3,3,18119
broad,ACH-000858,lung,NSCLC,TRUE,metastasis,49,KNS62-311Cas9_RepA_p6_batch3,3,18119
sanger,ACH-000858,lung,NSCLC,TRUE,metastasis,49,KNS62_c906R4,CRISPR_C6596666.sample,17660
broad,ACH-000860,lung,NSCLC,TRUE,primary,NA,NCIH358-311cas9-RepA-p6_batch4,4,18119
sanger,ACH-000860,lung,NSCLC,TRUE,primary,NA,H358_c906R1,CRISPR_C6596666.sample,17660
broad,ACH-000861,lung,NSCLC,FALSE,primary,NA,HOP-62-311CAS9 Rep A p6_batch3,3,18119
sanger,ACH-000861,lung,NSCLC,FALSE,primary,NA,HOP62_c906R1,CRISPR_C6596666.sample,17660
broad,ACH-000867,lung,NSCLC,TRUE,metastasis,45,CHAGOK1-311Cas9_RepA_p4_batch3,3,18119
broad,ACH-000869,lung,NSCLC,FALSE,metastasis,48,NCI-H1568-311Cas9_RepA_p4_batch3,3,18119
sanger,ACH-000869,lung,NSCLC,FALSE,metastasis,48,H1568_c906R1,CRISPR_C6596666.sample,17660
broad,ACH-000872,lung,NSCLC,FALSE,NA,NA,HCC515-311Cas9 Rep A p6_batch2,2,18119
broad,ACH-000878,lung,NSCLC,TRUE,primary,47,HCC15-311Cas9_RepA_p5_batch3,3,18119
sanger,ACH-000878,lung,NSCLC,TRUE,primary,47,HCC15_c906R1,CRISPR_C6596666.sample,17660
broad,ACH-000886,lung,NSCLC,FALSE,metastasis,68,NCI-H2009-311CAS9-RepA-p6_batch4,4,18119
broad,ACH-000888,lung,NSCLC,FALSE,primary,52,NCIH1793-2Acas9-RepA-p6_batch3,3,18119
sanger,ACH-000894,lung,NSCLC,TRUE,metastasis,58,H1869_c906R1,CRISPR_C6596666.sample,17660
broad,ACH-000900,lung,NSCLC,TRUE,primary,51,NCI-H23-311Cas9 Rep A p5_batch3,3,18119
sanger,ACH-000900,lung,NSCLC,TRUE,primary,51,H23_c906R1,CRISPR_C6596666.sample,17660
broad,ACH-000901,lung,NSCLC,FALSE,primary,55,HCC-1359-311Cas9 Rep A p5_batch3,3,18119
broad,ACH-000916,lung,NSCLC,FALSE,metastasis,35,NCIH1573-311Cas9_RepA_p6_batch3,3,18119
broad,ACH-000924,lung,NSCLC,FALSE,primary,NA,NCI-H2172-311Cas9_RepA_p6_batch3,3,18119
broad,ACH-000929,lung,NSCLC,NA,metastasis,NA,NCI-H2110-311Cas9_RepA_p6_batch3,3,18119
sanger,ACH-000945,lung,NSCLC,TRUE,metastasis,NA,H650_c906R1,CRISPR_C6596666.sample,17660
broad,ACH-000975,lung,NSCLC,TRUE,NA,52,HCC2450-311Cas9_RepA_p6_batch3,3,18119
broad,ACH-000980,lung,NSCLC,TRUE,metastasis,36,NCI-H1155-311Cas9_RepA_p5_batch3,3,18119
sanger,ACH-000980,lung,NSCLC,TRUE,metastasis,36,H1155_c906R1,CRISPR_C6596666.sample,17660
broad,ACH-001041,lung,NSCLC,FALSE,metastasis,57,Colo699-311cas9-RepA-p6_batch4,4,18119
broad,ACH-001075,lung,NSCLC,FALSE,metastasis,32,NCIH292-311Cas9_RepA_p6_batch3,3,18119
sanger,ACH-001137,lung,NSCLC,FALSE,metastasis,NA,H1993_c906R1,CRISPR_C6596666.sample,17660
sanger,ACH-001233,lung,NSCLC,TRUE,primary,NA,LCD_c906R1,CRISPR_C6596666.sample,17660
sanger,ACH-002156,lung,NSCLC,NA,NA,NA,LC1sq_c906R1,CRISPR_C6596666.sample,17660
sanger,ACH-002158,lung,NSCLC,TRUE,NA,63,LU99A_c906R4,CRISPR_C6596666.sample,17660
sanger,ACH-002172,lung,NSCLC,NA,NA,NA,H322M_c906R1,CRISPR_C6596666.sample,17660
broad,ACH-000187,lung,SCLC,TRUE,primary,63,COR-L311-311Cas9_RepA_p6_batch3,3,18119
broad,ACH-000257,lung,SCLC,TRUE,metastasis,63,CORL279-311cas9_RepA_p4_batch3,3,18119
broad,ACH-000290,lung,SCLC,TRUE,metastasis,55,NCI-H209-311Cas9_RepA_p6_batch3,3,18119
broad,ACH-000292,lung,SCLC,TRUE,metastasis,51,NCI-H841-311as9_RepA_p6_batch3,3,18119
broad,ACH-000355,lung,SCLC,TRUE,metastasis,41,NCI-H82-311Cas9_RepA_p6_batch3,3,18119
